CUE, TARGET, NORMED?, #G, #P, FSG
AHOY, GOODBYE, YES,148,3,0.02
AHOY, SAILING, YES,148,3,0.02
AHOY, HEY, NO,148,2,0.014
AHOY, HI, NO,148,2,0.014
AHOY, LAND, YES,148,2,0.014
AHOY, PIRATES, NO,148,2,0.014
AID, HELP, YES,148,64,0.432
AID, FIRST, YES,148,43,0.291
AID, BANDAID, YES,148,12,0.081
AID, FINANCIAL, YES,148,9,0.061
AID, MONEY, YES,148,3,0.02
AID, HOSPITAL, YES,148,2,0.014
AID, INJURY, YES,148,2,0.014
AIDS, DISEASE, YES,152,50,0.329
AIDS, DEATH, YES,152,34,0.224
AIDS, HELP, YES,152,7,0.046
AIDS, HIV, NO,152,7,0.046
AIDS, SCARY, YES,152,7,0.046
AIDS, SEX, YES,152,5,0.033
AIDS, DEAD, YES,152,4,0.026
AIDS, SAD, YES,152,4,0.026
AIDS, VIRUS, YES,152,4,0.026
AIDS, SICK, YES,152,3,0.02
AIDS, GAY, NO,152,2,0.013
AIDS, HEALTH, YES,152,2,0.013
AIDS, KILL, YES,152,2,0.013
AIDS, RESEARCH, YES,152,2,0.013
AIM, FIRE, YES,146,47,0.322
AIM, SHOOT, YES,146,18,0.123
AIM, GOAL, YES,146,14,0.096
AIM, TARGET, YES,146,13,0.089
AIM, TOOTHPASTE, YES,146,10,0.068
AIM, HIGH, YES,146,9,0.062
AIM, GUN, YES,146,6,0.041
AIM, POINT, YES,146,5,0.034
AIM, DIRECT, YES,146,2,0.014
AIM, HIT, YES,146,2,0.014
AIM, LOOK, YES,146,2,0.014
AIM, SPOT, YES,146,2,0.014
AIM, THROW, YES,146,2,0.014
AIR, BREATHE, YES,148,26,0.176
AIR, OXYGEN, YES,148,21,0.142
AIR, PLANE, YES,148,13,0.088
AIR, CLOUD, YES,148,10,0.068
AIR, SUPPLY, YES,148,10,0.068
AIR, WATER, YES,148,10,0.068
AIR, POLLUTION, YES,148,8,0.054
AIR, SKY, YES,148,7,0.047
AIR, CONDITION, YES,148,5,0.034
AIR, CLEAN, YES,148,4,0.027
AIR, WIND, YES,148,4,0.027
AIR, HOT, YES,148,3,0.02
AIR, ATMOSPHERE, YES,148,2,0.014
AIR, BALLOON, YES,148,2,0.014
AIR, FLY, YES,148,2,0.014
AIR, LIFE, YES,148,2,0.014
AIR, MOLECULE, YES,148,2,0.014
AIR FORCE, PLANE, YES,150,33,0.22
